"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Tyler Duffey","MIN","1","2","0","13","0","14.0","8.36","1.93","1.29",".306","83.3%","52.6%","50.0%","92.5","3.21","","3.75","2.28","0.0","13758"
"JT Chargois","TBR","0","0","0","1","0","0.2","13.50","0.00","0.00",".000","100.0%","100.0%","0.0%","","0.00","","0.10","0.10","0.0","13767"
"Anderson Severino","CHW","0","0","0","6","0","7.1","11.05","4.91","0.00",".368","61.5%","63.2%","0.0%","96.6","6.14","","3.10","4.03","0.0","20582"
"Sean Hjelle","SFG","0","0","0","1","0","1.0","9.00","0.00","0.00",".000","100.0%","100.0%","0.0%","","0.00","","1.10","1.10","0.0","21481"
"Cole Irvin","OAK","2","1","0","5","5","27.2","5.86","2.28","1.30",".253","87.6%","49.4%","13.3%","91.8","2.93","","4.55","4.14","0.0","19244"
"Jeurys Familia","PHI","1","0","0","13","0","11.2","10.80","3.09","1.54",".323","75.8%","51.5%","15.4%","96.4","3.86","","3.96","3.25","0.0","5114"
"Denyi Reyes","BAL","0","0","0","1","0","2.0","9.00","0.00","0.00",".000","100.0%","75.0%","0.0%","93.5","0.00","","1.10","1.78","0.0","20526"
"Archie Bradley","LAA","0","0","1","8","0","8.2","7.27","2.08","1.04",".280","34.9%","46.2%","11.1%","94.1","7.27","","3.68","3.59","0.0","12918"
"Jimmy Lambert","CHW","0","2","0","2","2","6.2","8.10","4.05","1.35",".286","69.8%","45.5%","12.5%","93.5","5.40","","4.60","4.28","0.0","19541"
"Hirokazu Sawamura","BOS","0","1","0","13","0","11.0","6.55","3.27","0.82",".258","69.0%","46.7%","10.0%","95.4","3.27","","3.92","3.98","0.0","27515"
"Aaron Sanchez","WSN","2","2","0","4","4","19.0","4.74","1.42","1.42",".323","46.2%","51.6%","15.0%","92.7","7.58","","4.74","4.11","0.0","11490"
"JP Sears","NYY","1","0","0","2","0","2.0","9.00","4.50","0.00",".333","100.0%","33.3%","0.0%","94.4","0.00","","2.60","4.64","0.0","23429"
"Gabe Speier","KCR","0","0","0","9","1","12.2","5.68","0.00","1.42",".152","95.2%","50.0%","13.3%","94.0","2.13","","3.89","3.45","0.0","17170"
"Kodi Whitley","STL","2","0","0","11","0","10.0","9.00","5.40","0.00",".269","66.7%","46.2%","0.0%","93.7","4.50","","3.50","4.59","0.0","19731"
"Ryne Stanek","HOU","0","0","1","13","0","11.2","9.26","5.40","0.77",".222","95.2%","46.4%","11.1%","99.1","1.54","","3.96","3.89","0.0","15947"
"Neil Pallante","STL","0","0","0","11","0","15.1","5.28","2.93","0.59",".286","96.8%","64.0%","11.1%","95.5","1.17","","3.76","3.71","0.0","26108"
"Gregory Santos","SFG","0","0","0","1","0","1.2","5.40","0.00","0.00",".000","100.0%","75.0%","0.0%","99.3","0.00","","1.90","2.72","0.0","21894"
"Cam Alldred","PIT","0","0","0","1","0","1.0","9.00","0.00","0.00",".333","100.0%","66.7%","0.0%","88.1","0.00","","1.10","2.46","0.0","25078"
"Jaime Barria","LAA","1","0","0","5","0","13.2","6.59","0.66","1.32",".205","87.0%","32.5%","14.3%","92.8","1.98","","3.98","3.47","0.0","18356"
"Danny Young","SEA","0","0","0","1","0","2.1","11.57","3.86","0.00",".429","100.0%","42.9%","0.0%","","0.00","","1.82","2.98","0.0","18439"
"Stephen Nogosek","NYM","0","0","0","1","0","3.0","9.00","6.00","0.00",".000","100.0%","16.7%","0.0%","94.5","0.00","","3.10","4.91","0.0","19545"
"Garrett Cleavinger","LAD","0","0","0","3","0","2.2","13.50","6.75","0.00",".429","80.0%","28.6%","0.0%","96.3","3.38","","2.35","3.88","0.0","17897"
"Tyler Danish","BOS","1","0","0","6","0","7.2","10.57","2.35","1.17",".278","92.1%","42.1%","25.0%","91.8","2.35","","3.63","2.64","0.0","15126"
"Cionel Perez","BAL","1","0","0","12","0","10.1","8.71","4.35","0.87",".400","100.0%","53.8%","16.7%","96.3","0.87","","4.17","3.70","0.0","19614"
"Tanner Scott","MIA","0","1","1","15","0","12.1","16.05","5.11","1.46",".333","74.1%","28.0%","28.6%","96.2","4.38","","3.83","2.50","0.0","17586"
"Tim Hill","SDP","0","0","0","9","0","5.2","1.59","4.76","0.00",".440","50.0%","56.0%","0.0%","91.5","11.12","","4.34","5.54","0.0","16814"
"Kervin Castro","SFG","0","0","0","2","0","1.2","21.60","10.80","0.00",".800","16.7%","60.0%","0.0%","93.7","27.00","","1.90","2.72","0.0","21656"
"William Woods","ATL","0","0","0","2","0","2.0","9.00","4.50","0.00",".400","100.0%","20.0%","0.0%","95.2","0.00","","2.60","3.96","0.0","25075"
"Zach Pop","MIA","0","0","0","1","0","1.0","9.00","0.00","0.00",".750","33.3%","75.0%","0.0%","","18.00","","1.10","1.10","0.0","20185"
"Adam Kolarek","OAK","0","0","0","10","0","12.0","5.25","3.75","0.00",".297","77.8%","64.9%","0.0%","89.5","3.00","","3.69","4.37","0.0","10843"
"Nick Gordon","MIN","0","0","0","1","0","1.0","0.00","0.00","0.00",".250","100.0%","50.0%","0.0%","75.7","0.00","","3.10","4.46","0.0","16337"
"Tyler Holton","ARI","0","0","0","1","0","1.0","9.00","0.00","0.00",".500","100.0%","50.0%","0.0%","91.0","0.00","","1.10","3.82","0.0","26231"
"Bowden Francis","TOR","0","0","0","1","0","0.2","13.50","0.00","0.00",".500","100.0%","50.0%","0.0%","92.5","0.00","","0.10","0.10","0.0","20548"
"Joey Krehbiel","BAL","1","3","0","14","0","13.0","6.23","4.15","0.69",".231","54.8%","57.5%","8.3%","94.4","3.46","","4.10","4.36","0.0","13707"
"Ross Detwiler","CIN","0","0","0","1","0","1.0","18.00","9.00","0.00",".000","100.0%","0.0%","0.0%","92.4","0.00","","2.10","2.10","0.0","2859"
"Buck Farmer","CIN","0","0","0","10","0","12.0","12.75","5.25","1.50",".406","64.4%","35.3%","18.2%","94.6","6.75","","4.44","3.52","0.0","14814"
"Ian Anderson","ATL","3","1","0","6","6","30.0","6.60","4.80","1.20",".253","74.2%","48.4%","13.8%","93.5","4.20","","4.97","4.55","0.0","19951"
"Brusdar Graterol","LAD","0","2","0","14","0","13.1","8.10","4.73","0.68",".222","61.6%","67.6%","12.5%","99.6","4.05","","3.85","3.69","0.0","20367"
"Angel De Jesus","DET","0","0","0","1","0","2.0","13.50","9.00","0.00",".250","100.0%","50.0%","0.0%","93.9","0.00","","3.10","4.46","0.0","22323"
"Cole Sands","MIN","0","0","0","2","0","4.0","13.50","0.00","2.25",".333","38.5%","30.0%","20.0%","92.9","6.75","","3.35","1.80","0.0","21461"
"Kenny Rosenberg","LAA","0","0","0","1","0","1.0","18.00","9.00","0.00",".667","66.7%","33.3%","0.0%","92.8","9.00","","2.10","3.46","0.0","20009"
"Luis Patino","TBR","0","1","0","1","1","0.2","0.00","0.00","0.00",".333","0.0%","33.3%","0.0%","95.6","13.50","","3.10","5.14","0.0","22815"
"Anthony Kay","TOR","0","0","0","1","0","2.0","13.50","4.50","0.00",".400","75.0%","20.0%","0.0%","94.4","4.50","","3.10","3.78","0.0","20387"
"Joey Wentz","DET","0","1","0","1","1","2.2","3.38","6.75","0.00",".538","33.3%","38.5%","0.0%","92.9","20.25","","4.60","6.13","0.0","19962"
"Ryan Borucki","TOR","0","0","0","4","0","2.2","10.13","10.13","0.00",".286","60.0%","50.0%","0.0%","","6.75","","4.23","5.25","0.0","16350"
"Justus Sheffield","SEA","0","0","0","4","0","4.2","3.86","3.86","0.00",".083","100.0%","63.6%","0.0%","","0.00","","3.53","4.41","0.0","17285"
"Robert Stephenson","COL","0","0","0","8","0","7.0","5.14","6.43","0.00",".333","61.5%","33.3%","0.0%","97.2","6.43","","4.10","5.66","0.0","13594"
"Adrian Sampson","CHC","0","0","0","1","0","1.0","0.00","0.00","0.00",".400","0.0%","40.0%","0.0%","93.8","9.00","","3.10","4.46","0.0","13339"
"Tony Santillan","CIN","0","0","1","11","0","10.1","12.19","4.35","0.87",".407","66.3%","25.0%","9.1%","96.4","6.97","","4.27","4.45","0.0","19926"
"Marcos Diplan","BAL","0","0","0","1","0","0.1","0.00","0.00","0.00",".500","50.0%","50.0%","0.0%","92.7","0.00","","3.10","3.10","0.0","17583"
"Luke Weaver","ARI","0","0","0","1","0","0.2","0.00","0.00","0.00",".600","66.7%","40.0%","0.0%","92.3","13.50","","3.10","3.10","0.0","16918"
"Carson Kelly","ARI","0","0","0","1","0","1.0","0.00","0.00","0.00",".333","100.0%","0.0%","0.0%","68.6","0.00","","3.10","4.46","0.0","13620"
"Jose Quijada","LAA","0","0","0","1","0","0.1","0.00","0.00","0.00",".000","100.0%","0.0%","0.0%","94.5","0.00","","3.10","7.18","0.0","19200"
"Kevin Plawecki","BOS","0","0","0","1","0","1.0","0.00","0.00","0.00",".250","100.0%","0.0%","0.0%","74.5","0.00","","3.10","7.18","0.0","13807"
"Matt Reynolds","CIN","0","0","0","1","0","0.1","0.00","0.00","0.00",".667","100.0%","66.7%","0.0%","68.1","0.00","","3.10","7.18","0.0","13788"
"Conner Menez","CHC","0","0","0","1","0","1.0","9.00","0.00","0.00",".333","100.0%","33.3%","0.0%","90.6","0.00","","4.10","5.46","0.0","19199"
"Blake Snell","SDP","0","0","0","0","0","0.0","0.00","0.00","0.00",".000","100.0%","0.0%","0.0%","","0.00","","","","0.0","13543"
"Craig Stammen","SDP","0","0","0","11","0","11.2","7.71","0.00","1.54",".286","68.6%","41.7%","14.3%","","3.09","","3.88","3.28","0.0","7274"
"Jorge Alcala","MIN","0","0","0","2","0","2.1","7.71","7.71","0.00",".333","100.0%","50.0%","0.0%","95.2","0.00","","3.96","5.13","0.0","19459"
"Riley O'Brien","SEA","0","0","0","1","0","1.0","9.00","9.00","0.00",".333","100.0%","100.0%","0.0%","92.8","0.00","","4.10","4.10","0.0","20348"
"David Price","LAD","0","0","0","5","0","4.2","9.64","1.93","1.93",".250","100.0%","46.2%","16.7%","91.8","1.93","","4.39","3.35","0.0","3184"
"Erasmo Ramirez","WSN","0","0","0","10","0","14.0","6.43","0.64","1.29",".262","90.9%","48.8%","15.4%","93.4","1.93","","4.18","3.58","0.0","10314"
"Griffin Jax","MIN","3","0","1","9","0","15.2","10.34","3.45","1.15",".333","83.3%","41.5%","13.3%","94.8","3.45","","3.81","3.45","0.0","20253"
"Casey Lawrence","TOR","0","0","0","2","0","3.1","0.00","2.70","0.00",".286","80.0%","35.7%","0.0%","90.8","2.70","","4.00","6.04","0.0","11121"
"Brady Singer","KCR","0","0","0","3","0","5.2","9.53","1.59","1.59",".353","65.8%","61.1%","25.0%","","6.35","","4.34","3.00","0.0","25377"
"Kirby Snead","OAK","0","0","0","13","0","10.2","5.91","3.38","0.84",".410","76.5%","25.6%","5.6%","94.0","5.06","","4.14","5.21","0.0","19179"
"Jharel Cotton","MIN","0","1","0","4","0","6.2","9.45","8.10","0.00",".278","83.3%","27.8%","0.0%","92.6","1.35","","4.15","5.78","0.0","13654"
"Chase De Jong","PIT","1","0","0","6","0","11.1","4.76","3.18","0.79",".171","75.5%","30.6%","5.6%","93.6","1.59","","4.52","5.53","0.0","15036"
"Austin Davis","BOS","0","1","0","14","0","13.1","10.80","4.05","1.35",".303","92.6%","21.2%","11.8%","94.2","2.70","","4.23","4.01","0.0","17117"
"Sammy Long","SFG","0","1","0","9","3","10.1","6.97","4.35","0.87",".241","77.6%","44.8%","7.7%","94.6","3.48","","4.27","4.72","0.0","25379"
"James Kaprielian","OAK","0","2","0","3","3","12.2","7.11","6.39","0.71",".229","66.3%","38.9%","6.3%","93.7","4.97","","4.68","5.37","0.0","18331"
"Richard Bleier","MIA","0","0","0","11","0","8.2","6.23","2.08","1.04",".345","77.6%","53.3%","12.5%","","4.15","","3.91","3.67","0.0","7803"
"Blake Treinen","LAD","1","1","0","3","0","3.0","15.00","0.00","3.00",".000","100.0%","60.0%","50.0%","97.1","3.00","","4.10","0.68","0.0","12572"
"Andrew Kittredge","TBR","3","0","4","13","0","16.0","7.31","0.56","1.69",".190","89.7%","44.4%","15.0%","96.5","2.81","","4.10","3.36","0.0","12828"
"Diego Castillo","PIT","0","0","0","1","0","1.0","0.00","9.00","0.00",".667","20.0%","83.3%","0.0%","75.0","36.00","","6.10","6.10","0.0","19906"
"Ryan Hendrix","CIN","0","0","0","5","0","3.1","10.80","10.80","0.00",".556","70.0%","66.7%","0.0%","","8.10","","5.20","5.61","0.0","19535"
"Cole Sulser","MIA","0","1","1","14","0","13.1","8.10","4.73","0.68",".212","66.2%","48.5%","11.1%","91.6","2.70","","3.85","3.80","0.0","15256"
"Luis Castillo","CIN","0","1","0","2","2","9.2","6.52","3.72","1.86",".192","61.0%","46.2%","22.2%","95.4","5.59","","5.59","4.16","0.0","15689"
"Drew VerHagen","STL","0","0","0","3","0","4.2","7.71","7.71","0.00",".333","55.6%","33.3%","0.0%","94.9","5.79","","3.96","5.71","0.0","13424"
"Mike Brosseau","MIL","0","0","0","1","0","1.0","0.00","9.00","0.00",".250","100.0%","50.0%","0.0%","73.4","0.00","","6.10","6.10","0.0","19683"
"Mason Thompson","WSN","0","0","0","2","0","1.0","27.00","18.00","0.00",".000","100.0%","0.0%","0.0%","","0.00","","6.10","6.10","0.0","21850"
"Drew Hutchison","DET","0","3","0","10","0","15.2","8.62","6.89","0.57",".250","66.4%","37.2%","5.0%","93.1","4.60","","4.32","5.22","0.0","10732"
"Zach Plesac","CLE","1","3","0","6","6","32.2","5.51","2.76","1.38",".271","63.2%","36.9%","11.1%","91.5","4.68","","4.88","4.76","0.0","19979"
"Michael Rucker","CHC","0","0","0","7","0","13.0","9.69","3.46","1.38",".281","68.2%","52.9%","15.4%","95.5","4.85","","4.10","3.46","0.0","19454"
"Pedro Baez","HOU","0","0","0","3","0","2.1","7.71","11.57","0.00",".455","25.0%","36.4%","0.0%","90.2","11.57","","5.25","7.57","0.0","5420"
"Paul Fry","BAL","0","0","0","12","0","12.0","9.00","5.25","0.75",".250","54.2%","65.6%","25.0%","92.1","6.00","","4.44","3.81","0.0","15832"
"Diego Castillo","SEA","1","0","1","13","0","10.2","8.44","5.06","0.84",".447","48.7%","35.9%","10.0%","97.1","9.28","","4.14","4.19","0.0","17496"
"Clarke Schmidt","NYY","2","2","0","5","0","11.0","7.36","3.27","0.82",".179","93.8%","48.3%","9.1%","94.4","0.82","","4.01","4.19","0.0","19899"
"Austin Adams","SDP","1","0","0","2","0","2.1","7.71","11.57","0.00",".000","100.0%","100.0%","0.0%","92.7","0.00","","5.25","5.25","0.0","13801"
"Nick Wittgren","STL","0","0","0","16","0","13.0","4.85","3.46","0.00",".318","73.9%","47.6%","0.0%","91.5","4.15","","4.10","5.67","0.0","15594"
"Tucker Davidson","ATL","0","0","0","1","0","2.2","6.75","6.75","0.00",".455","37.5%","27.3%","0.0%","95.1","16.88","","4.98","8.03","0.0","19871"
"Joe Barlow","TEX","1","0","6","11","0","11.1","11.12","2.38","1.59",".167","97.2%","32.0%","16.7%","94.6","1.59","","3.99","3.13","0.0","22296"
"Ryan Yarbrough","TBR","0","0","0","3","3","11.0","6.55","5.73","0.82",".314","76.5%","27.8%","6.3%","86.5","4.91","","5.29","6.08","0.0","16502"
"Beau Sulser","PIT","0","0","0","4","0","9.2","9.31","5.59","0.93",".250","44.1%","41.4%","8.3%","92.9","3.72","","4.55","4.89","0.0","23420"
"Yoan Lopez","NYM","0","0","0","2","0","3.0","12.00","0.00","3.00",".500","65.2%","33.3%","20.0%","94.6","9.00","","5.77","3.70","0.0","17181"
"Yunior Marte","SFG","0","0","0","8","0","7.2","8.22","2.35","1.17",".286","46.5%","45.5%","16.7%","97.1","7.04","","4.15","3.51","0.0","14416"
"John King","TEX","1","1","0","14","0","14.0","7.71","4.50","0.64",".341","84.1%","63.6%","10.0%","","3.21","","4.03","4.07","0.0","22051"
"Andrew Wantz","LAA","0","0","0","3","0","3.0","9.00","0.00","3.00",".286","62.5%","25.0%","20.0%","94.1","6.00","","5.44","3.37","0.0","24933"
"Ian Kennedy","ARI","2","1","3","15","0","15.0","5.40","5.40","0.60",".250","77.7%","29.2%","5.0%","93.6","3.00","","4.57","5.51","0.0","6986"
"Dallas Keuchel","CHW","2","3","0","6","6","26.0","5.54","5.19","1.04",".351","64.1%","55.7%","13.0%","88.2","5.54","","5.10","4.81","0.0","9434"
"Ashton Goudeau","COL","0","0","1","8","0","13.0","5.54","3.46","1.38",".326","54.9%","37.8%","10.5%","93.0","6.23","","5.03","5.01","0.0","15139"
"Francisco Morales","PHI","0","0","1","2","0","3.0","9.00","12.00","0.00",".000","75.0%","75.0%","0.0%","94.9","0.00","","5.10","5.56","0.0","22913"
"Jake McGee","SFG","1","1","2","11","0","10.1","5.23","3.48","0.87",".375","43.0%","22.0%","4.8%","94.1","9.58","","4.36","5.86","0.0","7550"
"Brent Suter","MIL","1","0","0","11","0","11.0","6.55","4.09","0.82",".303","68.5%","44.1%","12.5%","87.0","4.09","","4.20","4.00","0.0","13942"
"Pedro Avila","SDP","0","0","0","2","0","4.0","11.25","2.25","2.25",".200","55.6%","54.5%","33.3%","93.1","4.50","","5.35","3.12","0.0","18864"
"Kyle Finnegan","WSN","1","0","0","13","0","12.1","9.49","3.65","1.46",".267","57.4%","65.6%","33.3%","96.0","4.38","","4.32","2.87","0.0","15009"
"Josh Fleming","TBR","2","3","0","6","2","18.1","8.35","4.42","0.98",".391","40.9%","60.6%","15.4%","92.6","6.38","","4.30","3.85","0.0","20418"
"Jose Berrios","TOR","2","2","0","7","7","34.0","6.35","2.91","1.59",".316","70.8%","31.9%","12.2%","94.3","5.82","","5.13","4.80","0.0","14168"
"Francisco Perez","WSN","0","0","0","5","0","4.1","6.23","12.46","0.00",".231","88.9%","38.5%","0.0%","93.0","2.08","","5.87","7.44","0.0","21018"
"Damon Jones","PHI","0","0","0","4","0","4.2","9.64","9.64","0.00",".308","58.3%","38.5%","0.0%","93.3","9.64","","6.10","7.27","0.0","23310"
"Yusei Kikuchi","TOR","1","1","0","6","6","26.0","9.35","5.88","1.38",".242","70.1%","52.2%","16.7%","95.0","4.15","","4.99","4.24","0.0","20633"
"Bennett Sousa","CHW","1","0","1","14","0","11.2","6.17","3.86","0.77",".212","71.4%","44.1%","6.7%","94.2","3.86","","4.39","5.02","0.0","21345"
"Spenser Watkins","BAL","0","1","0","6","6","26.0","4.50","4.15","1.38",".287","66.8%","47.3%","13.8%","92.6","5.19","","5.72","5.23","0.0","17489"
"Yennier Cano","MIN","0","0","0","1","0","2.1","7.71","0.00","3.86",".286","0.0%","37.5%","25.0%","94.5","11.57","","6.96","3.72","-0.1","25911"
"Lucas Sims","CIN","1","0","1","6","0","6.2","6.75","8.10","0.00",".263","41.7%","52.6%","0.0%","93.8","9.45","","4.75","5.77","-0.1","13470"
"Jon Heasley","KCR","0","1","0","1","1","3.1","2.70","10.80","0.00",".308","87.5%","69.2%","0.0%","93.3","2.70","","6.10","7.33","-0.1","22224"
"Blake Taylor","HOU","1","1","0","13","0","11.2","3.86","3.86","0.77",".262","76.9%","34.9%","6.3%","92.4","3.86","","4.65","5.40","-0.1","16418"
"Noe Ramirez","ARI","0","1","0","16","0","14.1","8.16","3.14","1.26",".278","65.8%","40.5%","13.3%","89.8","4.40","","4.36","3.97","-0.1","12800"
"Aaron Bummer","CHW","0","1","1","12","0","11.0","12.27","6.55","0.82",".370","66.3%","53.6%","20.0%","","4.91","","4.29","3.72","-0.1","16258"
"Nick Snyder","TEX","0","0","0","2","0","1.0","0.00","27.00","0.00",".250","50.0%","25.0%","0.0%","97.0","18.00","","12.10","14.82","-0.1","23493"
"Alexander Wells","BAL","0","0","0","2","0","3.2","14.73","0.00","4.91",".375","100.0%","40.0%","40.0%","88.6","4.91","","6.92","1.68","-0.1","19845"
"Shawn Armstrong","MIA","0","0","0","7","0","6.2","6.75","4.05","1.35",".360","25.9%","34.6%","11.1%","94.9","10.80","","4.90","4.79","-0.1","12857"
"Patrick Murphy","WSN","0","0","0","6","0","5.2","6.35","12.71","0.00",".364","62.5%","59.1%","0.0%","96.3","6.35","","5.93","7.37","-0.1","19712"
"Ray Kerr","SDP","0","0","0","3","0","2.1","7.71","3.86","3.86",".000","0.0%","16.7%","20.0%","95.0","7.71","","8.25","5.59","-0.1","23809"
"Packy Naughton","STL","0","1","0","5","1","7.2","8.22","1.17","2.35",".318","97.2%","45.8%","25.0%","92.2","3.52","","5.06","3.09","-0.1","23292"
"JC Mejia","MIL","0","0","0","2","0","2.1","3.86","19.29","0.00",".500","40.0%","30.0%","0.0%","95.9","23.14","","8.68","9.26","-0.1","20617"
"Jhoan Duran","MIN","0","1","2","12","0","16.2","13.50","1.62","2.16",".200","95.7%","58.8%","40.0%","100.9","3.24","","4.12","1.82","-0.1","21029"
"Tanner Banks","CHW","0","0","0","10","0","16.0","6.75","3.94","1.13",".217","61.7%","48.9%","13.3%","92.7","3.38","","4.54","4.19","-0.1","16990"
"Josiah Gray","WSN","4","3","0","7","7","37.1","9.40","4.34","1.93",".256","82.9%","21.9%","16.3%","93.8","4.34","","5.41","4.40","-0.1","24580"
"Jandel Gustave","MIL","0","0","0","12","0","13.0","10.38","3.46","2.08",".278","74.3%","43.6%","17.6%","96.2","5.54","","5.18","3.96","-0.1","14665"
"Wade Miley","CHC","0","0","0","1","1","3.0","3.00","15.00","0.00",".417","70.0%","83.3%","0.0%","90.1","9.00","","7.44","7.89","-0.1","8779"
"Elvin Rodriguez","DET","0","0","0","1","0","2.2","6.75","6.75","3.38",".250","27.8%","22.2%","14.3%","94.5","13.50","","8.73","7.42","-0.1","20962"
"Ryan Pepiot","LAD","0","0","0","1","1","3.0","9.00","15.00","0.00",".143","100.0%","0.0%","0.0%","94.3","0.00","","7.10","9.37","-0.1","26221"
"Josh Sborz","TEX","0","0","0","6","0","6.0","12.00","4.50","3.00",".333","55.6%","23.5%","25.0%","96.8","9.00","","6.27","3.75","-0.1","18323"
"Chris Ellis","BAL","0","0","0","2","2","4.1","4.15","12.46","0.00",".313","58.3%","50.0%","0.0%","93.0","10.38","","7.03","8.59","-0.1","16125"
"Dakota Hudson","STL","3","2","0","7","7","35.1","5.09","4.33","1.02",".248","82.9%","56.9%","12.5%","92.2","3.06","","5.06","4.82","-0.1","19206"
"Edwin Uceta","ARI","0","0","0","2","0","1.2","0.00","10.80","0.00",".167","50.0%","16.7%","0.0%","92.9","10.80","","8.50","11.76","-0.1","20539"
"Andrew Vasquez","TOR","0","0","0","3","0","2.1","15.43","7.71","3.86",".500","53.6%","28.6%","50.0%","","15.43","","9.10","4.70","-0.1","19482"
"Connor Brogdon","PHI","0","0","0","5","0","4.0","11.25","6.75","2.25",".300","89.3%","27.3%","20.0%","94.5","4.50","","6.10","4.55","-0.1","21205"
"Robbie Erlin","LAD","0","0","0","2","0","2.0","4.50","4.50","4.50",".167","62.5%","28.6%","33.3%","89.4","9.00","","10.10","5.64","-0.1","10354"
"Zack Littell","SFG","0","1","0","11","0","11.2","8.49","0.00","2.31",".333","91.8%","44.4%","25.0%","93.7","3.86","","4.56","2.62","-0.1","15823"
"Daniel Duarte","CIN","0","0","0","3","0","2.2","6.75","10.13","3.38",".250","65.2%","11.1%","14.3%","96.2","10.13","","9.85","8.54","-0.1","17480"
"Ronel Blanco","HOU","0","0","0","7","0","6.1","9.95","5.68","1.42",".368","69.0%","20.0%","12.5%","95.6","7.11","","5.31","4.98","-0.1","19407"
"Kyle Muller","ATL","0","1","0","1","1","2.2","10.13","20.25","0.00",".400","30.0%","44.4%","0.0%","95.0","23.63","","7.60","8.11","-0.1","20167"
"Art Warren","CIN","1","1","1","12","0","11.0","10.64","5.73","1.64",".357","67.9%","43.3%","22.2%","95.2","6.55","","5.01","3.76","-0.1","18251"
"Tyler Beede","SFG","0","0","0","6","0","9.2","3.72","5.59","0.93",".351","80.6%","41.7%","8.3%","95.6","4.66","","5.48","5.82","-0.1","16981"
"Matt Peacock","ARI","0","0","0","2","0","2.2","6.75","6.75","3.38",".250","83.3%","55.6%","50.0%","","6.75","","8.73","4.87","-0.1","20339"
"Joe Kelly","CHW","0","1","0","3","0","2.0","9.00","18.00","0.00",".600","40.0%","80.0%","0.0%","","27.00","","7.10","8.46","-0.1","9761"
"Dylan Floro","MIA","0","0","0","2","0","2.0","0.00","4.50","4.50",".455","35.7%","75.0%","33.3%","92.3","22.50","","11.10","6.64","-0.1","13394"
"Matt Barnes","BOS","0","3","1","13","0","11.1","7.15","4.76","0.79",".286","36.1%","44.4%","6.3%","94.5","7.15","","4.52","5.29","-0.1","12863"
"Locke St. John","CHC","0","0","0","1","0","2.0","18.00","0.00","9.00",".333","0.0%","0.0%","50.0%","89.3","13.50","","12.10","1.82","-0.1","16850"
"Sean Reid-Foley","NYM","0","0","0","7","0","10.0","7.20","6.30","0.90",".222","66.2%","39.3%","7.1%","96.0","5.40","","5.20","5.81","-0.1","17034"
"Ryan Tepera","LAA","1","0","1","16","0","17.1","6.75","3.63","1.04",".119","80.4%","32.6%","10.5%","92.5","2.08","","4.32","4.30","-0.1","10291"
"Phil Bickford","LAD","0","0","0","11","0","10.0","7.20","2.70","1.80",".231","85.4%","46.4%","16.7%","93.3","3.60","","5.00","4.03","-0.1","18519"
"Anthony Gose","CLE","1","0","0","11","0","10.1","12.19","5.23","1.74",".273","65.6%","20.8%","14.3%","97.2","5.23","","4.94","4.27","-0.1","5097"
"Tanner Tully","CLE","0","0","0","1","0","2.0","0.00","4.50","4.50",".143","100.0%","25.0%","20.0%","91.6","4.50","","11.10","8.00","-0.1","19518"
"Luis Frias","ARI","0","0","0","2","0","2.1","7.71","15.43","0.00",".286","28.6%","14.3%","0.0%","96.8","19.29","","7.82","10.15","-0.1","21997"
"Lou Trivino","OAK","1","2","2","10","0","7.1","11.05","6.14","1.23",".409","47.9%","43.5%","16.7%","96.1","8.59","","4.88","4.22","-0.1","15043"
"Mychal Givens","CHC","3","0","1","14","0","13.1","13.50","4.05","2.03",".321","94.6%","41.9%","23.1%","93.4","3.38","","4.60","3.00","-0.1","10430"
"Kutter Crawford","BOS","1","1","0","8","0","10.2","11.81","6.75","1.69",".419","59.4%","27.3%","11.8%","96.2","8.44","","5.17","4.89","-0.1","20531"
"Calvin Faucher","TBR","0","0","0","1","0","1.0","9.00","18.00","9.00",".500","0.0%","20.0%","33.3%","","45.00","","20.10","11.18","-0.1","20116"
"Tyler Alexander","DET","0","3","0","4","4","12.1","6.57","3.65","2.19",".333","44.9%","34.1%","16.7%","90.1","8.76","","6.02","4.84","-0.1","17735"
"Hunter Strickland","CIN","0","1","0","15","0","14.2","7.36","8.59","0.61",".318","69.9%","37.8%","5.0%","95.8","6.14","","5.42","6.39","-0.1","7836"
"Anthony Castro","CLE","0","0","0","6","0","6.2","12.15","4.05","2.70",".357","69.4%","37.5%","28.6%","94.8","4.05","","5.65","3.18","-0.1","19789"
"Steven Wilson","SDP","3","1","1","15","0","15.0","10.20","3.00","1.80",".250","79.7%","28.9%","15.8%","95.4","4.20","","4.64","3.76","-0.1","20353"
"Vince Velasquez","CHW","2","3","0","6","6","27.2","8.13","3.90","1.95",".296","72.3%","33.7%","15.4%","93.6","5.53","","5.53","4.62","-0.1","11189"
"Jose Urena","MIL","0","0","0","4","0","7.2","3.52","5.87","1.17",".222","66.0%","42.9%","9.1%","96.2","3.52","","5.97","6.23","-0.1","11589"
"Austin Warren","LAA","3","0","0","7","0","8.1","5.40","5.40","1.08",".269","77.6%","37.5%","8.3%","94.9","4.32","","5.26","5.66","-0.1","24937"
"Dee Strange-Gordon","WSN","0","0","0","1","0","1.0","0.00","27.00","9.00",".333","65.2%","25.0%","33.3%","56.9","27.00","","28.10","19.18","-0.1","8203"
