"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Nathan Eovaldi","BOS","6","3","0","20","20","109.1","8.48","1.65","1.73",".298","76.0%","47.0%","17.2%","95.9","3.87","4.31","4.30","3.46","1.0","9132"
"Hunter Harvey","WSN","2","1","0","38","0","39.1","10.30","2.75","0.23",".323","75.7%","39.0%","2.3%","98.3","2.52","2.76","2.07","3.40","1.0","15507"
"Enyel De Los Santos","CLE","5","0","1","50","0","53.1","10.29","2.87","0.51",".280","74.8%","39.8%","6.5%","95.5","3.04","3.91","2.63","3.17","1.0","18403"
"Nick Nelson","PHI","3","2","1","47","2","68.2","9.04","4.72","0.13",".332","65.0%","39.8%","1.3%","96.5","4.85","3.64","3.04","4.47","1.0","20153"
"Andrew Bellatti","PHI","4","4","2","59","1","54.1","12.92","4.14","0.83",".347","72.7%","27.4%","8.1%","94.5","3.31","3.64","2.87","3.37","1.0","10657"
"Seranthony Dominguez","PHI","6","5","9","54","0","51.0","10.76","3.88","0.71",".269","76.8%","48.0%","9.8%","97.8","3.00","3.36","3.09","3.26","1.0","19249"
"Austin Voth","- - -","5","4","0","41","17","101.2","7.97","2.74","1.24",".319","74.2%","34.5%","10.3%","93.6","4.34","4.40","4.14","4.33","1.0","15047"
"James Karinchak","CLE","2","0","3","38","0","39.0","14.31","4.85","0.46",".270","85.0%","25.0%","5.1%","95.3","2.08","2.92","2.29","3.11","1.0","20151"
"Cionel Perez","BAL","7","1","1","66","0","57.2","8.58","3.28","0.31",".284","87.4%","51.3%","4.3%","97.2","1.40","3.62","2.80","3.56","1.0","19614"
"J.P. Feyereisen","TBR","4","0","1","22","2","24.1","9.25","1.85","0.00",".125","91.7%","33.9%","0.0%","92.7","0.00","2.43","1.67","3.56","1.0","16610"
"Walker Buehler","LAD","6","3","0","12","12","65.0","8.03","2.35","1.11",".312","74.9%","48.0%","12.7%","95.4","4.02","4.28","3.81","3.64","1.0","19374"
"Wandy Peralta","NYY","3","4","4","56","0","56.1","7.51","2.72","0.32",".256","71.7%","53.9%","4.3%","95.3","2.72","2.66","2.86","3.61","1.0","14295"
"Brock Burke","TEX","7","5","0","52","0","82.1","9.84","2.62","0.98",".266","83.8%","39.6%","10.0%","95.1","1.97","3.31","3.30","3.49","0.9","17968"
"Duane Underwood Jr.","PIT","1","6","1","51","1","57.1","8.95","3.92","0.16",".333","61.2%","48.5%","2.1%","96.2","4.40","4.11","2.92","3.91","0.9","14677"
"Brooks Raley","TBR","1","2","6","60","0","53.2","10.23","2.52","0.50",".254","72.5%","37.5%","6.5%","90.9","2.68","2.79","2.74","3.28","0.9","10061"
"Ryne Stanek","HOU","2","1","1","59","0","54.2","10.21","5.10","0.33",".264","91.9%","38.9%","3.8%","98.5","1.15","3.19","3.02","3.95","0.9","15947"
"Tyler Kinley","COL","1","1","0","25","0","24.0","10.13","2.25","0.00",".318","82.1%","39.4%","0.0%","95.7","0.75","2.57","1.74","3.16","0.9","18297"
"Ian Anderson","ATL","10","6","0","22","22","111.2","7.82","4.35","0.97",".313","69.8%","47.9%","11.7%","93.9","5.00","4.37","4.25","4.22","0.9","19951"
"Roansy Contreras","PIT","5","5","0","21","18","95.0","8.15","3.69","1.23",".257","74.4%","36.4%","10.7%","95.8","3.79","4.43","4.38","4.48","0.9","22810"
"Chris Paddack","MIN","1","2","0","5","5","22.1","8.06","0.81","0.00",".357","64.3%","44.1%","0.0%","93.5","4.03","3.10","1.72","3.18","0.9","20099"
"Austin Gomber","COL","5","7","0","33","17","124.2","6.86","2.45","1.44",".310","64.1%","42.6%","13.7%","91.1","5.56","4.59","4.54","4.19","0.9","16561"
"Aaron Ashby","MIL","2","10","1","27","19","107.1","10.57","3.94","1.26",".324","70.3%","56.9%","19.7%","95.9","4.44","3.75","4.06","3.30","0.9","23550"
"Andrew Chafin","DET","2","3","3","64","0","57.1","10.52","2.98","0.78",".289","69.8%","51.3%","9.6%","91.8","2.83","2.92","3.06","3.27","0.9","12988"
"Tyler Wells","BAL","7","7","0","23","23","103.2","6.60","2.43","1.39",".246","72.7%","36.6%","11.0%","93.7","4.25","3.78","4.52","4.60","0.9","20000"
"Zach Jackson","OAK","2","3","3","54","0","48.0","12.56","6.19","0.19",".273","73.1%","26.8%","1.9%","94.6","3.00","3.59","2.78","4.14","0.9","19493"
"Spenser Watkins","BAL","5","6","0","23","20","105.1","5.38","2.56","0.94",".308","68.3%","41.5%","8.6%","91.6","4.70","5.07","4.24","4.68","0.9","17489"
"Zach Plesac","CLE","3","12","0","25","24","131.2","6.84","2.60","1.30",".288","68.9%","40.0%","11.7%","92.2","4.31","5.28","4.45","4.40","0.9","19979"
"Adam Cimber","TOR","10","6","4","77","0","70.2","7.39","1.66","0.76",".288","75.1%","41.8%","8.3%","86.4","2.80","3.64","3.47","3.87","0.9","15288"
"John Brebbia","SFG","6","2","0","76","11","68.0","7.15","2.38","0.66",".314","75.9%","36.3%","5.2%","94.3","3.18","3.49","3.32","4.48","0.9","12777"
"Yimi Garcia","TOR","4","5","1","61","0","61.0","8.56","2.36","0.89",".258","70.5%","39.6%","7.8%","94.9","3.10","2.90","3.47","4.06","0.9","12095"
"Griffin Jax","MIN","7","4","1","65","0","72.1","9.71","2.49","0.87",".269","72.3%","47.3%","10.1%","95.4","3.36","3.17","3.17","3.32","0.9","20253"
"Jovani Moran","MIN","0","1","1","31","0","40.2","11.95","3.98","0.00",".272","74.4%","48.9%","0.0%","93.4","2.21","2.28","1.79","2.88","0.9","20422"
"Taylor Hearn","TEX","6","8","1","31","13","100.0","8.73","3.87","0.99",".325","67.6%","37.6%","9.9%","94.8","5.13","4.81","3.98","4.20","0.9","18325"
"Lucas Luetge","NYY","4","4","2","50","0","57.1","9.42","2.67","0.63",".355","82.9%","35.3%","5.6%","","2.67","3.57","3.03","3.95","0.9","8337"
"Craig Kimbrel","LAD","6","7","22","63","0","60.0","10.80","4.20","0.60",".311","67.6%","39.7%","5.9%","95.8","3.75","3.51","3.23","4.04","0.9","6655"
"Scott Barlow","KCR","7","4","24","69","0","74.1","9.32","2.66","1.09",".240","83.9%","47.6%","13.0%","93.7","2.18","2.96","3.62","3.42","0.9","14993"
"Dane Dunning","TEX","4","8","0","29","29","153.1","8.04","3.64","1.17",".313","74.4%","53.3%","15.2%","89.0","4.46","4.49","4.45","4.03","0.9","19409"
"Patrick Corbin","WSN","6","19","0","31","31","152.2","7.55","2.89","1.59",".365","64.4%","44.2%","15.6%","92.1","6.31","6.41","4.84","4.21","0.8","9323"
"Keegan Thompson","CHC","10","5","1","29","17","115.0","8.45","3.37","1.25",".282","76.2%","40.9%","12.3%","93.8","3.76","4.46","4.40","4.27","0.8","19795"
"Brusdar Graterol","LAD","2","4","4","46","1","49.2","7.79","1.81","0.54",".261","66.9%","63.1%","9.4%","99.4","3.26","2.47","2.95","3.12","0.8","20367"
"Jorge Lopez","- - -","4","7","23","67","0","71.0","9.13","3.93","0.51",".266","76.1%","57.8%","8.3%","97.3","2.54","3.31","3.42","3.69","0.8","14527"
"MacKenzie Gore","SDP","4","4","0","16","13","70.0","9.26","4.76","0.90",".312","74.1%","37.6%","9.2%","94.8","4.50","5.21","4.11","4.42","0.8","22201"
"Lance McCullers Jr.","HOU","4","2","0","8","8","47.2","9.44","4.15","0.76",".277","88.0%","50.0%","10.5%","93.3","2.27","3.57","3.49","3.58","0.8","14120"
"Jason Foley","DET","1","0","0","60","0","60.1","6.41","1.64","0.30",".354","70.6%","57.1%","4.0%","96.4","3.88","3.62","2.76","3.56","0.8","19531"
"Paul Blackburn","OAK","7","6","0","21","21","111.1","7.19","2.43","1.21",".290","74.2%","47.4%","13.9%","91.7","4.28","4.14","4.21","3.89","0.8","14739"
"Daniel Hudson","LAD","2","3","5","25","0","24.1","11.10","1.85","0.37",".271","75.2%","53.4%","6.7%","97.1","2.22","2.74","2.04","2.42","0.8","7146"
"Nabil Crismatt","SDP","5","2","0","50","1","67.1","8.69","2.94","0.67",".280","70.3%","50.5%","9.3%","90.6","2.94","3.49","3.22","3.44","0.8","17732"
"Trevor Rogers","MIA","4","11","0","23","23","107.0","8.92","3.79","1.26",".330","66.9%","42.0%","13.2%","94.6","5.47","4.84","4.36","4.11","0.8","22286"
"Bryce Elder","ATL","2","4","0","10","9","54.0","7.83","3.83","0.67",".267","79.2%","49.3%","8.2%","91.5","3.17","4.25","3.78","4.16","0.8","27779"
"Jose Urena","- - -","3","8","0","21","17","97.0","5.85","3.99","1.02",".312","66.1%","49.7%","11.7%","96.0","5.01","4.94","4.65","4.61","0.8","11589"
"Josh Hader","- - -","2","5","36","56","0","50.0","14.58","3.78","1.44",".333","66.9%","29.2%","15.1%","","5.22","3.51","3.45","2.94","0.8","14212"
"Jesse Chavez","- - -","4","3","0","60","1","69.1","9.61","2.60","1.04",".333","71.8%","38.8%","11.9%","91.0","3.76","4.31","3.39","3.32","0.7","5448"
"David Robertson","- - -","4","3","20","58","0","63.2","11.45","4.95","0.85",".237","86.0%","46.5%","10.3%","","2.40","3.05","3.58","3.71","0.7","8241"
"David Phelps","TOR","0","2","1","65","1","63.2","9.05","4.38","0.28",".292","77.2%","35.5%","3.1%","93.2","2.83","3.91","3.16","4.26","0.7","6316"
"Alex Lange","DET","7","4","0","71","0","63.1","11.65","4.41","0.71",".291","70.1%","55.6%","11.6%","96.1","3.69","3.29","3.26","3.23","0.7","19883"
"Brad Boxberger","MIL","4","3","1","70","0","64.0","9.56","3.80","0.84",".279","79.9%","34.3%","8.1%","92.8","2.95","3.44","3.57","4.06","0.7","10133"
"Chris Stratton","- - -","10","4","2","60","1","63.1","8.53","3.55","0.57",".362","69.6%","44.2%","6.1%","92.9","4.26","4.14","3.32","4.04","0.7","13761"
"Kyle Bradish","BAL","4","7","0","23","23","117.2","8.49","3.52","1.30",".311","70.2%","45.6%","14.9%","","4.90","4.49","4.46","4.01","0.7","24586"
"Daniel Lynch","KCR","4","13","0","27","27","131.2","8.34","3.55","1.44",".335","72.8%","41.5%","13.5%","94.2","5.13","5.07","4.63","4.30","0.7","21537"
"Hoby Milner","MIL","3","3","0","67","0","64.2","8.91","2.09","0.70",".309","71.1%","48.9%","9.4%","89.2","3.76","3.39","3.16","3.37","0.7","13346"
"Tanner Houck","BOS","5","4","8","32","4","60.0","8.40","3.30","0.45",".288","75.5%","50.9%","7.1%","95.5","3.15","3.86","3.30","3.68","0.7","19879"
"Robert Suarez","SDP","5","1","1","45","0","47.2","11.52","3.97","0.76",".248","84.7%","43.3%","11.1%","97.9","2.27","3.27","3.22","3.25","0.7","30115"
"Hayden Wesneski","CHC","3","2","0","6","4","33.0","9.00","1.91","0.82",".244","83.9%","47.1%","8.3%","93.4","2.18","2.18","3.20","3.64","0.7","27581"
"Penn Murfee","SEA","4","0","0","64","1","69.1","9.87","2.34","0.91",".243","77.3%","34.3%","8.2%","89.0","2.99","2.64","3.10","3.60","0.7","25174"
"Brad Keller","KCR","6","14","1","35","22","139.2","6.57","3.67","1.10",".310","67.0%","52.1%","12.6%","94.6","5.09","4.37","4.50","4.35","0.7","15734"
"Dylan Floro","MIA","1","3","10","56","0","53.2","8.05","2.52","0.67",".288","69.7%","45.2%","7.7%","92.5","3.02","3.05","3.13","3.60","0.7","13394"
"Johan Oviedo","- - -","4","3","0","21","8","56.0","8.68","3.70","0.80",".280","79.4%","49.4%","8.5%","96.2","3.21","3.17","3.74","4.14","0.7","22487"
"Taylor Clarke","KCR","3","1","3","47","0","49.0","8.82","1.47","1.10",".314","67.2%","36.8%","9.4%","95.7","4.04","3.15","3.30","3.64","0.7","17611"
"Connor Overton","CIN","1","0","0","6","4","33.0","3.82","3.00","0.27",".204","71.9%","41.4%","2.6%","91.4","2.73","3.41","3.66","4.97","0.7","18376"
"Kendall Graveman","CHW","3","4","6","65","0","65.0","9.14","3.60","0.69",".324","74.7%","54.0%","11.1%","96.7","3.18","3.51","3.42","3.45","0.7","15514"
"Dylan Bundy","MIN","8","8","0","29","29","140.0","6.04","1.80","1.54",".285","69.4%","34.0%","11.2%","89.1","4.89","4.34","4.66","4.70","0.7","12917"
"Chris Flexen","SEA","8","9","2","33","22","137.2","6.21","3.33","1.11",".271","76.9%","33.8%","8.5%","91.8","3.73","4.62","4.49","5.04","0.7","13896"
"Michael Fulmer","- - -","5","6","3","67","0","63.2","8.62","3.96","0.57",".309","75.2%","35.4%","5.5%","94.3","3.39","3.78","3.57","4.45","0.7","13218"
"Dennis Santana","TEX","3","8","1","63","1","58.2","8.28","4.30","0.31",".287","54.3%","48.2%","3.9%","97.7","5.22","3.89","3.35","4.20","0.7","17878"
"Domingo German","NYY","2","5","0","15","14","72.1","7.22","2.36","1.37",".262","78.5%","39.8%","12.1%","92.7","3.61","3.78","4.44","4.33","0.7","17149"
"Steven Matz","STL","5","3","0","15","10","48.0","10.13","1.88","1.50",".316","66.9%","38.3%","16.0%","","5.25","3.64","3.78","3.16","0.7","13361"
"Matt Brash","SEA","4","4","0","39","5","50.2","11.01","5.86","0.53",".352","72.9%","51.6%","9.1%","97.0","4.44","4.53","3.51","3.70","0.6","25756"
"Kyle Finnegan","WSN","6","4","11","66","0","66.2","9.45","2.97","1.22",".269","75.7%","48.3%","16.4%","97.0","3.51","3.29","3.76","3.22","0.6","15009"
"Ryan Feltner","COL","4","9","0","20","19","97.1","7.77","3.24","1.48",".299","64.4%","41.3%","13.4%","94.5","5.83","4.91","4.76","4.43","0.6","21446"
"Eduardo Rodriguez","DET","5","5","0","17","17","91.0","7.12","3.36","1.19",".277","69.7%","43.4%","11.5%","92.0","4.05","4.20","4.43","4.41","0.6","13164"
"Trevor Williams","NYM","3","5","1","30","9","89.2","8.43","2.31","1.20",".301","82.3%","36.2%","11.1%","91.2","3.21","3.67","3.88","3.93","0.6","16977"
"Lucas Gilbreath","COL","2","0","0","47","0","43.0","10.26","5.44","0.42",".330","70.1%","46.7%","6.1%","93.8","4.19","4.17","3.53","4.06","0.6","21290"
"Tylor Megill","NYM","4","2","0","15","9","47.1","9.70","2.47","1.33",".305","65.7%","40.9%","14.6%","95.8","5.13","4.31","3.77","3.35","0.6","21318"
"Eli Morgan","CLE","5","3","0","50","1","66.2","9.72","1.76","1.35",".226","68.1%","30.4%","11.8%","92.2","3.38","2.90","3.58","3.52","0.6","20203"
"Hunter Brown","HOU","2","0","0","7","2","20.1","9.74","3.10","0.00",".294","90.9%","68.0%","0.0%","96.7","0.89","2.96","1.98","2.78","0.6","25880"
"Bailey Falter","PHI","6","4","0","20","16","84.0","7.93","1.82","1.71",".292","80.6%","31.7%","14.4%","91.6","3.86","4.62","4.65","4.13","0.6","20070"
"Ian Gibaut","- - -","1","2","1","34","0","36.0","12.00","4.50","0.75",".400","74.3%","37.6%","8.3%","95.9","4.50","3.27","3.11","3.51","0.6","17871"
"Davis Martin","CHW","3","6","0","14","9","63.1","6.82","2.70","1.14",".288","66.4%","36.7%","10.5%","94.1","4.83","4.71","4.28","4.42","0.6","21448"
"Tyler Rogers","SFG","3","4","0","68","0","75.2","5.83","2.74","0.36",".293","69.2%","56.1%","4.9%","83.5","3.57","3.36","3.44","4.12","0.6","15541"
"Justin Lawrence","COL","3","1","1","38","0","42.2","10.13","4.64","0.63",".350","63.7%","50.8%","9.4%","","5.70","3.54","3.39","3.59","0.6","17639"
"Jake Woodford","STL","4","0","0","27","1","48.1","4.47","2.05","0.19",".278","78.4%","52.0%","2.3%","92.6","2.23","4.00","3.13","4.18","0.6","18674"
"Andre Pallante","STL","6","5","0","47","10","108.0","6.08","3.33","0.75",".311","81.3%","63.9%","15.3%","95.3","3.17","3.78","3.98","3.71","0.6","26108"
"Jalen Beeks","TBR","2","3","2","42","7","61.0","10.33","3.25","1.03",".282","80.7%","45.8%","13.5%","95.3","2.80","3.70","3.49","3.26","0.6","17192"
"Connor Brogdon","PHI","2","2","2","47","0","44.0","10.23","2.25","1.23",".317","84.0%","31.1%","11.1%","95.3","3.27","3.17","3.43","3.48","0.6","21205"
"Gregory Soto","DET","2","11","30","64","0","60.1","8.95","5.07","0.30",".294","66.5%","48.1%","3.4%","98.8","3.28","4.08","3.59","4.59","0.6","19677"
"Kevin Ginkel","ARI","1","1","1","30","0","29.1","9.20","3.38","0.31",".321","66.5%","48.8%","3.8%","96.2","3.38","2.90","2.74","3.61","0.5","19876"
"Jose Leclerc","TEX","0","3","7","39","0","47.2","10.20","3.97","0.94",".243","80.0%","29.2%","7.7%","96.4","2.83","3.17","3.72","4.38","0.5","14524"
"Amir Garrett","KCR","3","1","0","60","0","45.1","9.73","6.35","0.00",".255","60.0%","38.9%","0.0%","94.2","4.96","3.62","3.40","4.77","0.5","14375"
"Drey Jameson","ARI","3","0","0","4","4","24.1","8.88","2.59","0.74",".281","95.2%","56.1%","14.3%","95.6","1.48","4.49","3.20","2.98","0.5","26260"
"Joey Wentz","DET","2","2","0","7","7","32.2","7.44","3.58","0.55",".228","70.2%","36.6%","5.0%","92.6","3.03","3.62","3.54","4.56","0.5","19962"
"Zach Davies","ARI","2","5","0","27","27","134.1","6.83","3.48","1.41",".257","75.0%","42.9%","13.0%","","4.09","4.56","4.83","4.58","0.5","13183"
"JP Sears","- - -","6","3","0","17","11","70.0","6.56","2.96","1.03",".289","75.5%","40.5%","9.2%","93.2","3.86","4.49","4.21","4.57","0.5","23429"
"Wade Miley","CHC","2","2","0","9","8","37.0","6.81","3.41","0.73",".250","63.1%","52.6%","7.9%","89.2","3.16","3.86","3.95","4.42","0.5","8779"
"Chad Kuhl","COL","6","11","0","27","27","137.0","7.23","3.81","1.64",".310","69.4%","36.6%","14.3%","93.6","5.72","5.31","5.26","4.78","0.5","14975"
"Ryan Brasier","BOS","0","3","1","68","0","62.1","9.24","1.88","1.30",".335","56.2%","40.5%","12.2%","96.0","5.78","3.97","3.61","3.49","0.5","5615"
"Adbert Alzolay","CHC","2","1","0","6","0","13.1","12.83","1.35","0.68",".276","66.0%","40.0%","8.3%","95.0","3.38","2.22","1.91","2.27","0.5","17859"
"Kutter Crawford","BOS","3","6","0","21","12","77.1","8.96","3.38","1.40",".322","66.2%","31.3%","11.4%","94.7","5.47","4.62","4.34","4.33","0.5","20531"
"Joe Kelly","CHW","1","3","1","43","1","37.0","12.89","5.59","0.49",".382","60.8%","64.4%","10.0%","96.6","6.08","3.15","3.06","3.16","0.5","9761"
"Yency Almonte","LAD","0","0","1","33","0","35.1","8.41","2.55","0.51",".186","95.9%","48.9%","6.9%","95.8","1.02","3.01","3.17","3.65","0.5","15068"
"Kris Bubic","KCR","3","13","0","28","27","129.0","7.67","4.40","1.26",".352","68.8%","41.0%","13.3%","91.9","5.58","5.67","4.78","4.52","0.5","21455"
"Zach Pop","- - -","4","0","0","35","0","39.0","5.77","0.92","0.46",".315","76.9%","56.8%","6.7%","","2.77","3.36","2.96","3.43","0.5","20185"
"Chris Archer","MIN","2","8","0","25","25","102.2","7.36","4.21","1.05",".259","67.7%","43.7%","10.8%","93.2","4.56","4.81","4.49","4.57","0.5","6345"
"Paul Sewald","SEA","5","4","20","65","0","64.0","10.13","2.39","1.41",".158","82.1%","30.6%","13.3%","92.5","2.67","2.64","3.88","3.58","0.5","13892"
"Tim Hill","SDP","3","0","0","55","0","48.0","4.69","2.63","0.19",".284","69.8%","60.0%","2.8%","91.5","3.56","3.08","3.47","4.31","0.5","16814"
"Dillon Tate","BAL","4","4","5","67","0","73.2","7.33","1.95","0.73",".251","71.2%","57.4%","12.2%","","3.05","3.15","3.48","3.41","0.5","17796"
"Keegan Akin","BAL","3","3","2","45","1","81.2","8.49","2.20","1.10",".267","72.4%","49.3%","13.5%","93.7","3.20","3.62","3.59","3.34","0.5","19362"
"Madison Bumgarner","ARI","7","15","0","30","30","158.2","6.35","2.78","1.42",".306","69.3%","36.9%","11.5%","91.0","4.88","5.53","4.85","4.83","0.5","5524"
"Daulton Jefferies","OAK","1","7","0","8","8","39.1","6.41","1.83","0.92",".323","59.5%","46.6%","8.0%","92.8","5.72","3.75","3.77","4.33","0.5","19345"
"Luke Weaver","- - -","1","1","0","26","1","35.2","9.59","3.28","0.25",".429","58.6%","40.0%","2.8%","94.8","6.56","5.45","2.69","3.82","0.5","16918"
"Clarke Schmidt","NYY","5","5","2","29","3","57.2","8.74","3.59","0.78",".273","75.0%","42.1%","8.6%","94.7","3.12","3.51","3.60","3.96","0.5","19899"
"Shawn Armstrong","- - -","2","3","2","50","3","61.2","9.63","2.48","1.02",".337","71.2%","47.5%","11.5%","95.5","4.38","3.27","3.47","3.46","0.5","12857"
"Richard Bleier","MIA","2","2","1","55","1","50.2","5.68","1.78","0.53",".341","74.5%","52.5%","7.0%","90.9","3.55","3.78","3.27","3.76","0.5","7803"
"Jose Quijada","LAA","0","5","3","42","0","40.2","11.51","4.65","1.11",".225","70.7%","33.0%","9.6%","94.6","3.98","2.87","3.85","4.15","0.5","19200"
"Nick Martinez","SDP","4","4","8","47","10","106.1","8.04","3.47","1.27",".276","80.8%","47.4%","14.4%","93.5","3.47","3.83","4.43","4.04","0.5","12730"
"Caleb Ferguson","LAD","1","0","0","37","1","34.2","9.61","4.41","0.26",".259","81.3%","42.4%","3.4%","94.7","1.82","3.05","3.00","3.86","0.5","19349"
"Mike Clevinger","SDP","7","7","0","23","22","114.1","7.16","2.76","1.57",".249","76.5%","35.2%","12.6%","93.5","4.33","4.65","4.98","4.76","0.4","12808"
"Peter Strzelecki","MIL","2","1","1","30","0","35.0","10.29","3.86","0.51",".289","75.2%","31.1%","5.3%","93.5","2.83","3.39","2.94","3.81","0.4","21367"
"Packy Naughton","STL","0","2","1","26","3","32.0","8.72","1.97","0.84",".364","70.1%","49.5%","9.7%","92.9","4.78","3.75","3.14","3.36","0.4","23292"
"Will Vest","DET","3","3","1","59","2","63.0","9.00","3.14","0.86",".315","72.5%","49.7%","12.0%","95.3","4.00","4.02","3.54","3.48","0.4","19769"
"Seth Martinez","HOU","1","2","0","29","0","38.2","8.84","3.26","0.70",".232","84.2%","41.6%","7.1%","92.0","2.09","2.76","3.32","3.92","0.4","21045"
"Ron Marinaccio","NYY","1","0","0","40","0","44.0","11.45","4.91","0.41",".215","81.3%","41.5%","4.7%","94.6","2.05","2.70","3.20","4.06","0.4","23488"
"DL Hall","BAL","1","1","1","11","1","13.2","12.51","3.95","0.00",".436","60.9%","46.2%","0.0%","96.4","5.93","2.57","1.65","2.84","0.4","22207"
"Vince Velasquez","CHW","3","3","0","27","9","75.1","8.24","2.99","1.31",".269","66.6%","35.7%","10.2%","93.3","4.78","4.65","4.25","4.48","0.4","11189"
"Dany Jimenez","OAK","3","4","11","34","0","34.1","8.91","4.72","0.52",".231","65.4%","40.9%","4.9%","94.2","3.41","2.81","3.46","4.47","0.4","21170"
"Javier Assad","CHC","2","2","0","9","8","37.2","7.17","4.78","0.96",".277","83.0%","38.8%","8.7%","93.0","3.11","4.49","4.49","4.92","0.4","21741"
"Alex Young","- - -","1","1","0","25","1","26.2","7.09","3.71","0.00",".349","73.2%","54.2%","0.0%","91.5","2.36","3.64","2.89","4.05","0.4","18333"
"Trevor Megill","MIN","4","3","0","39","0","45.0","9.80","3.40","0.80",".368","62.5%","45.0%","9.5%","98.0","4.80","4.91","3.29","3.52","0.4","17722"
"Jonathan Loaisiga","NYY","2","3","2","50","0","48.0","6.94","3.56","0.56",".278","64.0%","59.6%","9.1%","98.1","4.13","3.46","3.57","3.78","0.4","19753"
"Jackson Stephens","ATL","3","3","2","39","1","53.2","7.88","3.86","0.50",".289","60.7%","46.3%","6.8%","94.1","3.69","3.86","3.54","4.03","0.4","14420"
"Garrett Cleavinger","- - -","1","1","0","17","0","23.0","12.52","2.74","0.78",".240","52.1%","37.3%","9.5%","96.3","3.91","3.29","2.50","2.73","0.4","17897"
"Erick Fedde","WSN","6","13","0","27","27","127.0","6.66","4.11","1.49",".320","69.3%","41.9%","14.1%","","5.81","5.45","5.15","4.74","0.4","17425"
"Ryan Thompson","TBR","3","3","3","47","0","42.2","8.23","2.32","0.84",".280","60.3%","51.2%","10.3%","91.9","3.80","3.05","3.42","3.55","0.4","16647"
"Tanner Scott","MIA","4","5","20","67","0","62.2","12.93","6.61","0.72",".347","72.4%","46.3%","13.2%","96.9","4.31","4.17","3.67","3.53","0.4","17586"
"Kyle Nelson","ARI","2","1","0","43","1","37.0","7.30","3.41","0.24",".243","79.3%","40.6%","2.6%","91.7","2.19","4.02","3.22","4.39","0.4","20515"
"Shelby Miller","SFG","0","1","0","4","0","7.0","18.00","3.86","0.00",".462","44.4%","15.4%","0.0%","94.1","6.43","1.90","0.40","1.67","0.4","10197"
"Joely Rodriguez","NYM","2","4","0","55","0","50.1","10.19","4.65","0.54",".302","63.3%","53.8%","8.8%","92.8","4.47","3.62","3.23","3.46","0.4","11487"
"Dylan Coleman","KCR","5","2","0","68","0","68.0","9.40","4.90","0.66",".247","77.1%","41.4%","7.5%","97.7","2.78","3.78","3.88","4.38","0.4","22276"
"Cody Stashak","MIN","3","0","0","11","0","16.1","8.27","0.00","0.55",".306","61.6%","26.0%","3.8%","90.9","3.86","2.83","2.07","3.63","0.4","18088"
"Erasmo Ramirez","WSN","4","2","0","60","2","86.1","6.36","1.46","1.15",".267","81.3%","45.2%","12.2%","93.9","2.92","3.49","4.05","3.94","0.4","10314"
"Aaron Loup","LAA","0","5","1","65","0","58.2","7.98","3.38","0.61",".287","58.7%","49.7%","8.2%","","3.84","4.34","3.76","4.11","0.4","10343"
"Carlos Estevez","COL","4","4","2","62","0","57.0","8.53","3.63","1.11",".247","70.4%","36.1%","10.1%","97.5","3.47","4.17","4.08","4.27","0.4","14542"
"Kyle Hendricks","CHC","4","6","0","16","16","84.1","7.04","2.56","1.60",".282","73.6%","36.2%","13.5%","87.1","4.80","5.07","4.82","4.46","0.4","12049"
"James Kaprielian","OAK","5","9","0","26","26","134.0","6.58","3.90","1.07",".263","72.0%","37.7%","8.9%","94.0","4.23","4.65","4.64","5.06","0.3","18331"
"Mike Baumann","BAL","1","3","0","13","4","34.1","6.03","2.36","0.79",".357","70.3%","50.9%","8.3%","96.1","4.72","4.43","3.87","4.29","0.3","20206"
"Diego Castillo","SEA","7","3","7","59","0","54.1","8.78","3.64","0.83",".250","64.9%","46.2%","10.0%","95.8","3.64","2.96","3.68","3.85","0.3","17496"
"Victor Arano","WSN","1","1","1","43","0","42.0","9.43","2.57","1.07",".344","58.9%","51.6%","13.5%","94.4","4.50","3.62","3.71","3.47","0.3","15915"
"Alex Faedo","DET","1","5","0","12","12","53.2","7.38","4.19","1.17",".335","69.4%","31.2%","9.2%","92.8","5.53","5.53","4.62","5.02","0.3","19874"
"John Means","BAL","0","0","0","2","2","8.0","7.88","2.25","0.00",".320","70.0%","40.0%","0.0%","92.3","3.38","4.37","2.11","3.78","0.3","16269"
"Colin Holderman","- - -","5","0","0","24","0","28.1","7.62","4.45","0.00",".263","63.2%","45.3%","0.0%","96.9","3.81","3.59","3.32","4.79","0.3","22361"
"Nick Sandlin","CLE","5","2","0","46","0","44.0","8.39","4.91","0.41",".227","80.1%","55.9%","5.9%","93.8","2.25","3.36","3.68","4.23","0.3","20517"
"Chad Green","NYY","1","1","1","14","0","15.0","9.60","3.00","0.60",".300","72.3%","25.0%","4.5%","94.8","3.00","3.24","2.85","4.15","0.3","15552"
"Jimmy Lambert","CHW","1","2","0","42","2","47.0","8.62","4.60","0.77",".277","79.1%","36.1%","6.9%","94.4","3.26","3.05","3.90","4.62","0.3","19541"
"Luis Ortiz","PIT","0","2","0","4","4","16.0","9.56","5.63","0.56",".171","54.2%","43.9%","5.9%","98.5","4.50","2.96","3.68","4.44","0.3","27646"
